'name','10^2','10^3','10^4','10^5'
'Array',0.0,0.0,0.0,0.0
'BF-Trie4',0.0,0.0
'BF-Trie8',0.0,0.0
'Bloofi',0.0,0.0,0.0
'FlatBloofi',0.0,0.0,0.0
'Hamming',0.0,0.0,0.0
'List',0.0,0.0,0.0,0.0
'NaturalBloofi',0.0,0.0,0.0
'ShardedList',0.0,0.0,0.0,0.0
