'Index Name', 'Run', 'Phase', 'Population', 'Load Elapsed', 'COMPLETE Elapsed', 'COMPLETE Count', 'HIGHCARD Elapsed', 'HIGHCARD Count', 'LOWCARD Elapsed', 'LOWCARD Count'
'List',0,'Query',100,52879,0.145307543,3,0.111510882,2477,0.08054926100000001,5500
'List',0,'Delete',100,52879,0.138213678,1,0.11074254200000001,0,0.136240524,0
'List',1,'Query',100,123063,0.10196701600000001,3,0.10119207100000001,2477,0.080445507,5500
'List',1,'Delete',100,123063,0.095718018,1,0.083195958,0,0.12117786900000001,0
'List',2,'Query',100,36823,0.092333357,3,0.087149234,2477,0.08062351400000001,5500
'List',2,'Delete',100,36823,0.106398246,1,0.083369843,0,0.08757804000000001,0
'List',3,'Query',100,55144,0.09174096100000001,3,0.082727298,2477,0.09615799000000001,5500
'List',3,'Delete',100,55144,0.077974397,1,0.083484823,0,0.09468681300000001,0
'List',4,'Query',100,37961,0.092739231,3,0.08266401300000001,2477,0.080751349,5500
'List',4,'Delete',100,37961,0.09289372300000001,1,0.08609417700000001,0,0.08207639500000001,0
'List',0,'Query',1000,108176,0.9098382230000001,48,0.952906702,23569,0.816916603,50483
'List',0,'Delete',1000,108176,0.8307204,2,0.839996692,0,0.8320575060000001,0
'List',1,'Query',1000,105394,0.8587749490000001,48,0.8480423840000001,23569,0.8141089370000001,50483
'List',1,'Delete',1000,105394,0.828434183,2,0.8289847220000001,0,0.8274965200000001,0
'List',2,'Query',1000,121246,0.870634722,48,0.8279777850000001,23569,0.8168532900000001,50483
'List',2,'Delete',1000,121246,0.828083615,2,0.8289876690000001,0,0.858720243,0
'List',3,'Query',1000,150524,0.8883239310000001,48,0.8327531890000001,23569,0.8186491330000001,50483
'List',3,'Delete',1000,150524,0.8253987660000001,2,0.823828494,0,0.8496071350000001,0
'List',4,'Query',1000,153124,0.8740111840000001,48,0.8391399650000001,23569,0.81751028,50483
'List',4,'Delete',1000,153124,0.834531152,2,0.8278920190000001,0,0.9179278190000001,0
'List',0,'Query',10000,1101996,8.6808656,4186,8.455216515,247757,7.189069736,1916522
'List',0,'Delete',10000,1101996,8.451788708,10,8.588330375,0,8.527672795,0
'List',1,'Query',10000,1068679,8.621429305000001,4186,8.613966477,247757,7.355095271000001,1916522
'List',1,'Delete',10000,1068679,8.553370573,10,8.76175959,0,8.645823275,0
'List',2,'Query',10000,1035632,8.815192626,4186,8.454551105,247757,7.280038938000001,1916522
'List',2,'Delete',10000,1035632,8.376528677000001,10,8.413427998000001,0,8.501122293,0
'List',3,'Query',10000,1044861,8.637334558000001,4186,8.456015016,247757,7.249666830000001,1916522
'List',3,'Delete',10000,1044861,8.402514359000001,10,8.520002251000001,0,8.553542936000001,0
'List',4,'Query',10000,1049501,8.855944749,4186,8.600266589,247757,7.340259811,1916522
'List',4,'Delete',10000,1049501,8.562884458000001,10,8.430512689,0,8.442641793,0
'List',0,'Query',100000,9502674,87.047158369,26349,85.46780253300001,1920312,74.813263551,14989587
'List',0,'Delete',100000,9502674,81.556890112,41,83.379817434,2,83.83909849000001,2
'List',1,'Query',100000,8389968,87.11262722400001,26349,85.52202764500001,1920312,74.885096042,14989587
'List',1,'Delete',100000,8389968,81.662607697,41,83.685526206,2,83.254495785,2
'List',2,'Query',100000,9244628,87.11564367700001,26349,85.75620687700001,1920312,73.327395454,14989587
'List',2,'Delete',100000,9244628,81.783937105,41,83.405721552,2,83.468928109,2
'List',3,'Query',100000,10251303,86.88544088100001,26349,85.236704793,1920312,73.307197071,14989587
'List',3,'Delete',100000,10251303,81.806642071,41,83.63479239600001,2,83.14824759400001,2
'List',4,'Query',100000,10305538,87.20055473500001,26349,85.535437396,1920312,73.32843651600001,14989587
'List',4,'Delete',100000,10305538,81.922090459,41,83.758793298,2,83.329747025,2
'List',0,'Query',1000000,102119405,861.844470365,1316235,844.106845826,14313576,690.4817289570001,204745637
'List',0,'Delete',1000000,102119405,606.347754278,520,822.1410533840001,13,817.693119763,13
'List',1,'Query',1000000,87544442,850.851919101,1316235,841.4717040810001,14313576,691.913967384,204745637
'List',1,'Delete',1000000,87544442,606.154392388,520,821.60483592,13,817.497104014,13
'List',2,'Query',1000000,78395597,851.6458763710001,1316235,843.6132608940001,14313576,693.2516752490001,204745637
'List',2,'Delete',1000000,78395597,606.8133414170001,520,821.8810488690001,13,820.26642948,13
'List',3,'Query',1000000,77551171,850.1721140440001,1316235,844.8473301680001,14313576,692.3981149670001,204745637
'List',3,'Delete',1000000,77551171,606.126873602,520,821.6501885150001,13,819.203046627,13
'List',4,'Query',1000000,77483013,849.236138284,1316235,844.324871621,14313576,690.309611493,204745637
'List',4,'Delete',1000000,77483013,605.945061701,520,818.1528939350001,13,817.756730639,13
