'Index Name', 'Run', 'Phase', 'Population', 'Load Elapsed', 'COMPLETE Elapsed', 'COMPLETE Count', 'HIGHCARD Elapsed', 'HIGHCARD Count', 'LOWCARD Elapsed', 'LOWCARD Count'
'FlatBloofi','Reference', 4,'Query',10000,8453634,0.037064556000000005,530,0.080777676,165870,0.320288589,767607
'FlatBloofi','Reference', 4,'Delete',10000,8453634,0.005846850000000001,22,0.004203772000000001,2,0.003908346,2
'FlatBloofi','Reference', 0,'Query',100000,205314009,0.24430674600000002,23764,1.216107899,2507517,5.1030295400000005,14508171
'FlatBloofi','Reference', 0,'Delete',100000,205314009,0.04172195,112,0.024778165,2,0.025089435,2
'FlatBloofi','Reference', 1,'Query',100000,121052961,0.29908231900000004,23764,1.06659255,2507517,5.12415101,14508171
'FlatBloofi','Reference', 1,'Delete',100000,121052961,0.037801371,112,0.025783788000000002,2,0.024702148,2
'FlatBloofi','Reference', 2,'Query',100000,121209321,0.38591600200000004,23764,1.063023301,2507517,5.7198662030000005,14508171
'FlatBloofi','Reference', 2,'Delete',100000,121209321,0.040582508,112,0.024814572,2,0.024883201,2
'FlatBloofi','Reference', 3,'Query',100000,123106925,0.34170912800000003,23764,1.062573676,2507517,5.364457160000001,14508171
'FlatBloofi','Reference', 3,'Delete',100000,123106925,0.038147573000000004,112,0.024573415,2,0.024641532,2
'FlatBloofi','Reference', 4,'Query',100000,121551512,0.349605529,23764,1.067819361,2507517,5.118827486000001,14508171
'FlatBloofi','Reference', 4,'Delete',100000,121551512,0.037755999000000005,112,0.024383818,2,0.024975134000000003,2
'FlatBloofi','Reference', 0,'Query',1000000,8919088142,6.057602631,212576,6.977722298000001,13013419,65.34042553500001,120373308
'FlatBloofi','Reference', 0,'Delete',1000000,8919088142,0.625582932,1000,0.642458046,13,1.329569191,21
'FlatBloofi','Reference', 1,'Query',1000000,8194309969,6.603552362,212576,7.825620058,13013419,63.655209059,120373308
'FlatBloofi','Reference', 1,'Delete',1000000,8194309969,0.535624195,1000,0.5177962700000001,13,0.47693398200000003,21
'FlatBloofi','Reference', 2,'Query',1000000,8834620984,5.650013553,212576,7.037668871,13013419,64.095448694,120373308
'FlatBloofi','Reference', 2,'Delete',1000000,8834620984,0.6132075570000001,1000,0.43561422600000005,13,0.45043289900000005,21
'FlatBloofi','Reference', 3,'Query',1000000,8195088319,6.0740476050000005,212576,7.191124566,13013419,63.965944139,120373308
'FlatBloofi','Reference', 3,'Delete',1000000,8195088319,0.719384079,1000,0.357704291,13,0.36056367500000003,21
'FlatBloofi','Reference', 4,'Query',1000000,8158543129,5.592260893000001,212576,7.838595178,13013419,64.714883197,120373308
'FlatBloofi','Reference', 4,'Delete',1000000,8158543129,0.6682155900000001,1000,0.370091492,13,0.37406279400000003,21
'Hamming','Reference', 0,'Query',100,8291203,0.074000072,3,0.13894654,1918,0.036133322,6036
'Hamming','Reference', 0,'Delete',100,8291203,0.003196921,1,8.05404E-4,0,7.86859E-4,0
'Hamming','Reference', 1,'Query',100,1549686,0.021287271,3,0.055811304000000006,1918,0.03675159,6036
'Hamming','Reference', 1,'Delete',100,1549686,0.001703889,1,8.48599E-4,0,6.16772E-4,0
'Hamming','Reference', 2,'Query',100,1390634,0.021178407,3,0.047695948,1918,0.034238608000000004,6036
'Hamming','Reference', 2,'Delete',100,1390634,0.001656081,1,7.2992E-4,0,5.68398E-4,0
'Hamming','Reference', 3,'Query',100,1295737,0.042793503000000004,3,0.039500859,1918,0.034903494,6036
