'Index Name', 'Usage', 'Phase', 'Population', 'Avg Load Elapsed', 'Avg COMPLETE Elapsed', 'Avg HIGHCARD Elapsed', 'Avg LOWCARD Elapsed'
'Bloofi','Query', 100,0.0062336322,0.007843444000000001,0.0051909036,0.0045964706
'Bloofi','Delete', 100,0.0062336322,0.009519456200000002,0.0127190004,0.008049013200000002
'Bloofi','Query', 1000,0.0110546502,0.0146217096,0.0130654408,0.0124011432
'Bloofi','Delete', 1000,0.0110546502,0.0430104438,0.0520196836,0.052745994799999994
'Bloofi','Query', 10000,0.08347260640000001,0.092721329,0.144565201,0.1476596408
'Bloofi','Delete', 10000,0.08347260640000001,0.2014001474,0.4481157474,0.5865020804000001
'Bloofi','Query', 100000,0.9296929442000001,1.0938523893999998,2.1695311708,3.0969103152
'Bloofi','Delete', 100000,0.9296929442000001,2.3481515578000005,5.8541017088,7.1072980888
'Bloofi','Query', 1000000,12.870147321400001,21.682728428799997,28.361422612000002,34.84768798260001
'Bloofi','Delete', 1000000,12.870147321400001,14.5167434892,55.8138176746,66.61887540960001
'FlatBloofi','Query', 100,0.0010635576000000001,0.0039438674,0.0070798243999999995,0.0056494324
'FlatBloofi','Delete', 100,0.0010635576000000001,8.54674E-4,5.525278E-4,6.107654E-4
'FlatBloofi','Query', 1000,0.0020585501999999998,0.0123164678,0.013128939000000001,0.0262647476
'FlatBloofi','Delete', 1000,0.0020585501999999998,0.0043891898,0.0041815056,0.0032183606
'FlatBloofi','Query', 10000,0.0086909914,0.034287221,0.09657565440000002,0.3272299288
'FlatBloofi','Delete', 10000,0.0086909914,0.0059196838000000005,0.003990252200000001,0.0034402981999999997
'FlatBloofi','Query', 100000,0.1384469456,0.3241239448,1.0952233574,5.286066279800001
'FlatBloofi','Delete', 100000,0.1384469456,0.039201880200000004,0.0248667516,0.024858289999999998
'FlatBloofi','Query', 1000000,8.460330108600001,5.995495408800001,7.3741461942,64.35438212480001
'FlatBloofi','Delete', 1000000,8.460330108600001,0.6324028706,0.46473286500000005,0.5983125082
'Hamming','Query', 100,0.002767367,0.0406263688,0.06312256499999999,0.0351551654
'Hamming','Delete', 100,0.002767367,0.001995989,7.855376000000001E-4,6.692796E-4
'Hamming','Query', 1000,0.0030927088000000003,0.013020639800000003,0.0675133784,0.06491121860000001
'Hamming','Delete', 1000,0.0030927088000000003,0.0019107788,0.0011969964,0.0011857966
'Hamming','Query', 10000,0.0313112474,0.1585024096,0.42850322400000007,0.4273308838
'Hamming','Delete', 10000,0.0313112474,0.0031808256,0.0015466708,0.0015210404000000001
'Hamming','Query', 100000,0.23077504840000002,3.5682855176000006,4.4404423712000005,4.9911596426000004
'Hamming','Delete', 100000,0.23077504840000002,0.0026930378000000004,7.774972000000001E-4,7.917948000000001E-4
'Hamming','Query', 1000000,3.1487309902,23.621230264400005,59.474189890800005,66.99856424000001
'Hamming','Delete', 1000000,3.1487309902,0.004458216,0.0010517891999999999,9.595138000000001E-4
