'type',100,1000,10000,100000,1000000
''Bloofi Impl'',3,7.8,120.2,1241.2,14342.2
''Bloofi Reference'',10.2,18.6,261.2,7128.8,102704
''Btree'',3.6,3,32,125,989.6
''BtreeNoStack'',1.8,4.4,25,122,843.2
''Hamming'',7,10.6,97.2,2511.4,31490
''LimitedBtree'',3.4,18.8,170.2,2470.6,23166.4
''LimitedHamming'',8.4,20,93.6,2195.2,31311.4
''Linear'',1.6,18,177.6,2595,24089.6
''Linear List'',4.6,19.4,186.4,2667.4,24645.4
''PartialBtree'',1.6,5,26.6,94.2,707
“Flat Bloofi”,2.6,2,20.8,197.2,3012
