'type',100,1000,10000,100000,1000000
''BF-Trie'',0.8,0.8,12.4,70.8,1001.0
''Bloofi Impl'',0.8,2.2,21.6,252.8,3097.8
''Flat Bloofi'',0.2,0.4,3.4,69.8,5143.6
''Hamming'',0.4,0.6,3.4,80.0,3249.2
''Linear'',0.0,0.0,0.2,0.4,10.0
