'type',100,1000,10000,100000,1000000
''BF-Trie'',8.0,67.2,772.4,10653.0,69787.8
''Bloofi Impl'',4.2,33.8,330.8,7033.0,54906.8
''Flat Bloofi'',0.4,1.2,9.4,105.6,2523.0
''Hamming'',8.4,74.2,656.6,18341.6,175502.6
''Linear'',5.4,55.6,564.0,6744.0,61953.2
