'type',100,1000,10000,100000,1000000
''Bloofi Impl'',3,16.8,229.6,3024.4,28728.6
''Bloofi Reference'',7,28.6,363.2,11847.4,144884
''Btree'',10.2,46.4,621.2,3568.4,35127.8
''BtreeNoStack'',12.8,44,539,2395.8,17903
''Hamming'',7.6,25.8,237.6,6725,78464.8
''LimitedBtree'',2,18.6,182.4,2564.4,23885.2
''LimitedHamming'',9.6,46.2,236.6,6130.4,80354.6
''Linear'',2,19.4,191.2,2677.2,25004.2
''Linear List'',2.2,20.2,198.8,2752.8,25396.8
''PartialBtree'',8.4,42.6,490.8,1986,16640
